Minute,Hour,Day,Req/Min,AvgResponseTime,NumberOfPods
15,18,2,645,0.65,4
16,18,2,744,0.44,3
17,18,2,631,0.64,4
18,18,2,710,0.70,5
19,18,2,733,0.99,7
20,18,2,734,0.68,5
21,18,2,675,0.35,2
22,18,2,608,0.85,5
23,18,2,471,1.00,4
24,18,2,610,0.92,5
25,18,2,711,0.39,3
26,18,2,559,0.97,5
27,18,2,403,0.78,3
28,18,2,479,0.77,4
29,18,2,470,0.66,3
30,18,2,792,0.57,4
31,18,2,408,0.93,4
32,18,2,616,0.40,3
33,18,2,518,0.59,3
34,18,2,576,0.61,3
35,18,2,781,0.70,5
36,18,2,547,0.78,4
37,18,2,583,0.67,4
38,18,2,737,0.42,3
39,18,2,588,0.45,3
40,18,2,706,0.36,3
41,18,2,693,0.82,5
42,18,2,800,0.44,3
43,18,2,601,0.55,3
44,18,2,419,0.81,3
45,18,2,725,0.55,4
46,18,2,662,0.83,5
47,18,2,604,0.94,5
48,18,2,657,0.30,2
49,18,2,485,0.85,4
50,18,2,529,0.41,2
51,18,2,478,0.79,4
52,18,2,639,0.49,3
53,18,2,471,0.70,3
54,18,2,732,0.37,3
55,18,2,535,0.81,4
56,18,2,608,0.62,4
57,18,2,775,0.46,3
58,18,2,787,0.34,3
59,18,2,794,0.96,7
0,19,2,475,0.97,4
1,19,2,792,0.53,4
2,19,2,675,0.41,3
3,19,2,698,0.47,3
4,19,2,637,0.61,4
5,19,2,473,0.73,3
6,19,2,463,0.35,2
7,19,2,500,0.59,3
8,19,2,528,0.70,4
9,19,2,442,0.62,3
10,19,2,424,0.80,3
11,19,2,488,0.31,2
12,19,2,611,0.32,2
13,19,2,543,0.33,2
14,19,2,641,0.94,6
15,19,2,661,0.78,5
16,19,2,710,0.91,6
17,19,2,701,0.76,5
18,19,2,576,0.37,2
19,19,2,613,0.92,5
20,19,2,612,0.64,4
21,19,2,736,0.31,2
22,19,2,538,0.69,4
23,19,2,545,0.42,2
24,19,2,702,0.72,5
25,19,2,562,0.57,3
26,19,2,672,0.43,3
27,19,2,799,0.75,5
28,19,2,484,0.30,2
29,19,2,605,0.88,5
30,19,2,668,0.83,5
31,19,2,708,0.36,3
32,19,2,720,0.36,3
33,19,2,763,0.88,6
34,19,2,732,0.58,4
35,19,2,489,0.82,4
36,19,2,440,0.36,2
37,19,2,789,0.95,7
38,19,2,482,0.39,2
39,19,2,622,0.72,4
40,19,2,481,0.60,3
41,19,2,546,0.94,5
42,19,2,649,0.87,5
43,19,2,745,0.32,2
44,19,2,744,0.72,5
45,19,2,494,0.79,4
46,19,2,500,0.33,2
47,19,2,763,0.74,5
48,19,2,670,0.83,5
49,19,2,719,0.99,6
50,19,2,516,0.95,5
51,19,2,546,0.80,4
52,19,2,473,0.48,2
53,19,2,576,0.82,4
54,19,2,596,0.98,5
55,19,2,761,0.96,7
56,19,2,692,0.95,6
57,19,2,603,0.52,3
58,19,2,564,0.58,3
59,19,2,690,0.42,3
0,20,2,564,0.73,4
1,20,2,466,0.65,3
2,20,2,466,0.69,3
3,20,2,557,0.48,3
4,20,2,423,0.32,2
5,20,2,785,0.54,4
6,20,2,483,0.69,3
7,20,2,480,0.73,3
8,20,2,684,0.97,6
9,20,2,769,0.82,6
10,20,2,736,0.73,5
11,20,2,698,0.65,4
12,20,2,614,0.52,3
13,20,2,489,0.49,2
14,20,2,538,0.99,5
15,20,2,405,0.79,3
16,20,2,785,0.61,4
17,20,2,444,0.69,3
18,20,2,595,0.81,5
19,20,2,424,0.50,2
20,20,2,458,0.60,3
21,20,2,505,0.88,4
22,20,2,553,0.46,3
23,20,2,648,0.46,3
24,20,2,508,0.64,3
25,20,2,693,0.84,5
26,20,2,435,0.45,2
27,20,2,703,0.92,6
28,20,2,509,0.57,3
29,20,2,690,0.77,5
30,20,2,718,0.88,6
31,20,2,589,0.52,3
32,20,2,767,0.45,3
33,20,2,741,0.88,6
34,20,2,784,0.56,4
35,20,2,462,0.84,4
36,20,2,735,0.90,6
37,20,2,450,0.81,4
38,20,2,772,0.47,4
39,20,2,491,0.99,5
40,20,2,767,0.55,4
41,20,2,489,0.41,2
42,20,2,411,0.56,2
43,20,2,681,0.33,2
44,20,2,669,0.35,2
45,20,2,748,0.43,3
46,20,2,548,0.53,3
47,20,2,626,0.74,4
48,20,2,583,0.84,5
49,20,2,747,0.73,5
50,20,2,578,0.76,4
51,20,2,714,0.35,3
52,20,2,513,0.35,2
53,20,2,530,0.72,4
54,20,2,576,0.72,4
55,20,2,595,0.96,5
56,20,2,749,0.70,5
57,20,2,761,0.61,4
58,20,2,462,0.95,4
59,20,2,408,0.79,3
0,21,2,718,0.77,5
1,21,2,695,0.99,6
2,21,2,581,0.57,3
3,21,2,494,0.38,2
4,21,2,520,0.89,4
5,21,2,411,0.65,3
6,21,2,659,0.61,4
7,21,2,418,0.32,2
8,21,2,427,0.50,2
9,21,2,652,0.64,4
10,21,2,745,0.63,4
11,21,2,575,0.60,3
12,21,2,573,0.96,5
13,21,2,739,0.50,4
14,21,2,627,0.68,4
15,21,2,401,0.31,2
16,21,2,724,0.83,6
17,21,2,458,0.94,4
18,21,2,440,0.93,4
19,21,2,747,0.70,5
20,21,2,626,0.39,3
21,21,2,633,0.63,4
22,21,2,639,0.84,5
23,21,2,695,0.30,2
24,21,2,488,0.35,2
25,21,2,647,0.98,6
26,21,2,666,0.64,4
27,21,2,615,0.37,2
28,21,2,450,0.61,3
29,21,2,715,0.56,4
30,21,2,531,0.85,4
31,21,2,481,0.31,2
32,21,2,494,0.79,4
33,21,2,486,0.51,3
34,21,2,730,0.44,3
35,21,2,625,0.73,4
36,21,2,464,0.82,4
37,21,2,598,0.95,5
38,21,2,496,0.45,2
39,21,2,433,0.48,2
40,21,2,574,0.82,4
41,21,2,698,0.31,2
42,21,2,800,0.35,3
43,21,2,576,0.55,3
44,21,2,746,1.00,7
45,21,2,700,0.85,5
46,21,2,430,0.69,3
47,21,2,658,0.87,5
48,21,2,482,0.49,2
49,21,2,665,0.65,4
50,21,2,445,0.51,2
51,21,2,776,0.80,6
52,21,2,731,0.61,4
53,21,2,476,0.84,4
54,21,2,480,0.49,2
55,21,2,608,0.86,5
56,21,2,569,0.59,3
57,21,2,591,0.92,5
58,21,2,768,0.36,3
59,21,2,433,1.00,4
0,22,2,785,1.00,7
1,22,2,593,0.93,5
2,22,2,492,0.52,3
3,22,2,544,0.78,4
4,22,2,607,0.62,4
5,22,2,700,0.30,2
6,22,2,422,0.44,2
7,22,2,466,0.48,2
8,22,2,400,0.35,2
9,22,2,727,0.40,3
10,22,2,403,0.46,2
11,22,2,468,0.37,2
12,22,2,522,0.33,2
13,22,2,441,0.91,4
14,22,2,638,0.88,5
15,22,2,622,0.96,5
16,22,2,446,0.90,4
17,22,2,488,0.41,2
18,22,2,433,0.80,3
19,22,2,441,0.42,2
20,22,2,622,0.40,3
21,22,2,669,0.50,3
22,22,2,409,0.36,2
23,22,2,786,0.89,6
24,22,2,594,0.79,4
25,22,2,542,0.69,4
26,22,2,552,0.36,2
27,22,2,696,0.58,4
28,22,2,427,0.57,3
29,22,2,542,0.41,2
30,22,2,544,0.39,2
31,22,2,410,0.67,3
32,22,2,501,0.67,3
33,22,2,587,0.49,3
34,22,2,616,0.95,5
35,22,2,705,0.73,5
36,22,2,426,0.47,2
37,22,2,442,1.00,4
38,22,2,575,0.81,4
39,22,2,586,0.45,3
40,22,2,558,0.66,4
41,22,2,612,0.70,4
42,22,2,475,0.38,2
43,22,2,566,0.71,4
44,22,2,518,0.80,4
45,22,2,443,0.80,3
46,22,2,701,0.45,3
47,22,2,563,0.67,4
48,22,2,737,0.85,6
49,22,2,503,0.68,3
50,22,2,717,0.55,4
51,22,2,525,0.97,5
52,22,2,513,0.48,3
53,22,2,684,0.83,5
54,22,2,405,0.33,2
55,22,2,553,0.52,3
56,22,2,743,0.79,5
57,22,2,796,0.55,4
58,22,2,688,0.47,3
59,22,2,467,0.42,2
0,23,2,742,0.59,4
1,23,2,406,0.34,2
2,23,2,619,0.99,6
3,23,2,746,0.63,4
4,23,2,515,0.73,4
5,23,2,791,0.95,7
6,23,2,558,0.79,4
7,23,2,495,0.49,3
8,23,2,744,0.31,2
9,23,2,742,0.70,5
10,23,2,709,0.92,6
11,23,2,540,0.38,2
12,23,2,493,0.42,2
13,23,2,513,0.62,3
14,23,2,785,0.56,4
15,23,2,788,0.82,6
16,23,2,549,0.96,5
17,23,2,601,0.65,4
18,23,2,454,0.51,2
19,23,2,450,0.31,2
20,23,2,483,0.87,4
21,23,2,677,0.30,2
22,23,2,652,0.42,3
23,23,2,556,0.44,3
24,23,2,438,0.68,3
25,23,2,638,0.48,3
26,23,2,611,0.84,5
27,23,2,643,0.31,2
28,23,2,670,0.62,4
29,23,2,537,0.91,5
30,23,2,571,0.73,4
31,23,2,473,0.88,4
32,23,2,587,0.53,3
33,23,2,616,0.52,3
34,23,2,516,0.92,4
35,23,2,433,0.51,2
36,23,2,633,0.53,3
37,23,2,439,0.63,3
38,23,2,538,0.82,4
39,23,2,772,0.69,5
40,23,2,511,0.68,3
41,23,2,725,0.74,5
42,23,2,670,0.81,5
43,23,2,655,0.83,5
44,23,2,669,0.75,5
45,23,2,443,0.93,4
46,23,2,410,0.95,4
47,23,2,711,0.96,6
48,23,2,562,0.80,4
49,23,2,588,0.51,3
50,23,2,493,0.96,4
51,23,2,675,0.97,6
52,23,2,679,0.73,5
53,23,2,773,0.44,3
54,23,2,604,0.95,5
55,23,2,451,0.77,3
56,23,2,761,0.62,4
57,23,2,662,0.93,6
58,23,2,790,0.74,5
59,23,2,524,0.30,2
0,0,3,39,0.53,1
1,0,3,74,0.67,1
2,0,3,39,0.61,1
3,0,3,25,0.70,1
4,0,3,48,0.83,1
5,0,3,70,0.48,1
6,0,3,33,0.93,1
7,0,3,65,0.30,1
8,0,3,24,0.48,1
9,0,3,25,0.82,1
10,0,3,58,0.72,1
11,0,3,33,0.89,1
12,0,3,49,0.79,1
13,0,3,74,0.38,1
14,0,3,35,0.53,1
15,0,3,27,0.38,1
16,0,3,51,0.37,1
17,0,3,68,0.33,1
18,0,3,30,0.39,1
19,0,3,76,0.71,1
20,0,3,27,0.34,1
21,0,3,54,1.00,1
22,0,3,39,0.45,1
23,0,3,73,0.66,1
24,0,3,52,0.52,1
25,0,3,29,0.93,1
26,0,3,38,0.76,1
27,0,3,23,0.67,1
28,0,3,28,0.95,1
29,0,3,60,0.66,1
30,0,3,26,0.89,1
31,0,3,28,0.74,1
32,0,3,66,0.45,1
33,0,3,23,0.40,1
34,0,3,39,0.82,1
35,0,3,49,0.85,1
36,0,3,62,0.61,1
37,0,3,34,0.94,1
38,0,3,54,0.99,1
39,0,3,48,0.42,1
40,0,3,54,0.34,1
41,0,3,80,0.34,1
42,0,3,51,0.55,1
43,0,3,37,0.61,1
44,0,3,51,0.76,1
45,0,3,53,0.34,1
46,0,3,76,0.49,1
47,0,3,38,0.53,1
48,0,3,33,0.87,1
49,0,3,22,0.39,1
50,0,3,60,0.39,1
51,0,3,61,0.32,1
52,0,3,79,0.88,1
53,0,3,69,0.44,1
54,0,3,49,0.81,1
55,0,3,26,0.40,1
56,0,3,40,0.79,1
57,0,3,56,0.86,1
58,0,3,58,0.69,1
59,0,3,42,0.95,1
0,1,3,42,0.50,1
1,1,3,73,0.32,1
2,1,3,66,0.77,1
3,1,3,69,0.63,1
4,1,3,32,0.40,1
5,1,3,47,0.57,1
6,1,3,59,0.32,1
7,1,3,77,0.48,1
8,1,3,54,0.68,1
9,1,3,24,0.60,1
10,1,3,42,0.57,1
11,1,3,38,0.37,1
12,1,3,23,0.62,1
13,1,3,20,0.49,1
14,1,3,75,0.87,1
15,1,3,23,0.34,1
16,1,3,27,0.80,1
17,1,3,40,0.45,1
18,1,3,34,0.89,1
19,1,3,34,0.76,1
20,1,3,46,0.67,1
21,1,3,30,0.62,1
22,1,3,43,0.55,1
23,1,3,55,0.73,1
24,1,3,77,0.46,1
25,1,3,41,0.84,1
26,1,3,53,0.90,1
27,1,3,42,0.90,1
28,1,3,45,0.81,1
29,1,3,75,0.59,1
30,1,3,59,0.40,1
31,1,3,67,0.49,1
32,1,3,27,0.47,1
33,1,3,64,0.98,1
34,1,3,40,0.36,1
35,1,3,55,0.74,1
36,1,3,23,0.40,1
37,1,3,80,0.47,1
38,1,3,28,0.53,1
39,1,3,25,0.80,1
40,1,3,68,0.54,1
41,1,3,55,0.86,1
42,1,3,75,0.45,1
43,1,3,73,0.98,1
44,1,3,55,0.71,1
45,1,3,53,0.59,1
46,1,3,42,0.71,1
47,1,3,78,0.52,1
48,1,3,80,0.56,1
49,1,3,65,0.54,1
50,1,3,43,0.53,1
51,1,3,58,0.78,1
52,1,3,22,0.95,1
53,1,3,32,0.66,1
54,1,3,36,0.57,1
55,1,3,29,0.82,1
56,1,3,44,0.95,1
57,1,3,57,0.31,1
58,1,3,29,0.97,1
59,1,3,37,0.98,1
0,2,3,68,0.74,1
1,2,3,62,0.87,1
2,2,3,54,0.51,1
3,2,3,56,0.44,1
4,2,3,79,0.39,1
5,2,3,80,0.99,1
6,2,3,78,0.75,1
7,2,3,31,0.39,1
8,2,3,49,0.64,1
9,2,3,69,0.89,1
10,2,3,76,0.34,1
11,2,3,74,0.74,1
12,2,3,48,0.71,1
13,2,3,51,0.30,1
14,2,3,54,0.70,1
15,2,3,78,0.62,1
16,2,3,56,0.88,1
17,2,3,30,0.67,1
18,2,3,25,0.50,1
19,2,3,69,0.32,1
20,2,3,58,0.97,1
21,2,3,67,0.57,1
22,2,3,57,0.66,1
23,2,3,60,0.43,1
24,2,3,20,0.65,1
25,2,3,46,0.41,1
26,2,3,53,0.35,1
27,2,3,33,0.69,1
28,2,3,45,0.56,1
29,2,3,71,0.58,1
30,2,3,68,0.92,1
31,2,3,78,0.30,1
32,2,3,55,0.99,1
33,2,3,32,0.92,1
34,2,3,45,0.82,1
35,2,3,46,0.36,1
36,2,3,21,0.81,1
37,2,3,21,0.53,1
38,2,3,31,0.67,1
39,2,3,70,0.51,1
40,2,3,22,0.43,1
41,2,3,44,0.80,1
42,2,3,69,0.67,1
43,2,3,25,0.45,1
44,2,3,28,0.45,1
45,2,3,55,0.70,1
46,2,3,24,0.72,1
47,2,3,42,0.53,1
48,2,3,27,0.50,1
49,2,3,24,0.55,1
50,2,3,39,0.54,1
51,2,3,33,0.76,1
52,2,3,44,0.45,1
53,2,3,65,0.54,1
54,2,3,41,0.85,1
55,2,3,48,0.32,1
56,2,3,53,0.34,1
57,2,3,72,0.73,1
58,2,3,65,0.93,1
59,2,3,47,0.43,1
0,3,3,40,0.42,1
1,3,3,32,0.85,1
2,3,3,55,0.49,1
3,3,3,70,0.48,1
4,3,3,52,0.72,1
5,3,3,49,0.54,1
6,3,3,41,0.95,1
7,3,3,33,0.33,1
8,3,3,35,0.62,1
9,3,3,78,0.64,1
10,3,3,24,0.54,1
11,3,3,67,0.95,1
12,3,3,45,0.67,1
13,3,3,78,0.84,1
14,3,3,26,0.52,1
15,3,3,27,0.81,1
16,3,3,30,0.50,1
17,3,3,30,0.99,1
18,3,3,54,0.86,1
19,3,3,44,0.75,1
20,3,3,24,0.78,1
21,3,3,79,0.95,1
22,3,3,77,0.79,1
23,3,3,54,0.32,1
24,3,3,49,0.96,1
25,3,3,36,0.90,1
26,3,3,28,0.37,1
27,3,3,73,0.90,1
28,3,3,40,0.72,1
29,3,3,65,0.38,1
30,3,3,37,0.40,1
31,3,3,73,0.52,1
32,3,3,45,0.63,1
33,3,3,59,0.91,1
34,3,3,65,0.36,1
35,3,3,49,0.72,1
36,3,3,44,0.47,1
37,3,3,72,0.80,1
38,3,3,35,0.67,1
39,3,3,20,0.55,1
40,3,3,64,0.39,1
41,3,3,25,0.53,1
42,3,3,68,0.89,1
43,3,3,77,0.70,1
44,3,3,69,0.40,1
45,3,3,80,0.37,1
46,3,3,61,0.40,1
47,3,3,36,0.85,1
48,3,3,52,0.94,1
49,3,3,45,0.94,1
50,3,3,75,0.45,1
51,3,3,63,0.82,1
52,3,3,54,0.95,1
53,3,3,21,0.61,1
54,3,3,33,0.86,1
55,3,3,27,0.94,1
56,3,3,31,0.79,1
57,3,3,23,0.67,1
58,3,3,75,0.78,1
59,3,3,77,0.75,1
0,4,3,60,0.50,1
1,4,3,71,0.46,1
2,4,3,71,0.35,1
3,4,3,76,0.85,1
4,4,3,64,0.57,1
5,4,3,77,0.99,1
6,4,3,67,0.39,1
7,4,3,47,0.50,1
8,4,3,75,0.85,1
9,4,3,37,0.40,1
10,4,3,61,0.84,1
11,4,3,51,0.90,1
12,4,3,36,0.65,1
13,4,3,76,0.81,1
14,4,3,23,0.75,1
15,4,3,74,0.36,1
16,4,3,71,0.74,1
17,4,3,46,0.44,1
18,4,3,29,0.56,1
19,4,3,29,0.94,1
20,4,3,58,0.61,1
21,4,3,27,0.48,1
22,4,3,37,0.36,1
23,4,3,32,0.77,1
24,4,3,54,0.45,1
25,4,3,76,0.87,1
26,4,3,56,0.45,1
27,4,3,28,0.73,1
28,4,3,22,0.40,1
29,4,3,43,0.99,1
30,4,3,72,0.51,1
31,4,3,77,0.67,1
32,4,3,26,0.50,1
33,4,3,32,0.96,1
34,4,3,64,0.93,1
35,4,3,68,0.48,1
36,4,3,26,0.61,1
37,4,3,22,0.49,1
38,4,3,43,0.84,1
39,4,3,65,0.83,1
40,4,3,69,0.94,1
41,4,3,68,0.88,1
42,4,3,30,0.38,1
43,4,3,53,0.58,1
44,4,3,62,0.37,1
45,4,3,77,0.53,1
46,4,3,46,0.98,1
47,4,3,73,0.96,1
48,4,3,66,0.57,1
49,4,3,58,0.76,1
50,4,3,52,0.91,1
51,4,3,35,0.64,1
52,4,3,77,0.32,1
53,4,3,78,0.60,1
54,4,3,46,0.61,1
55,4,3,79,0.44,1
56,4,3,42,0.74,1
57,4,3,39,0.35,1
58,4,3,73,0.95,1
59,4,3,43,0.72,1
0,5,3,26,0.79,1
1,5,3,49,0.42,1
2,5,3,61,0.53,1
3,5,3,55,0.90,1
4,5,3,21,0.33,1
5,5,3,79,0.76,1
6,5,3,76,0.62,1
7,5,3,66,0.90,1
8,5,3,54,0.67,1
9,5,3,30,0.48,1
10,5,3,60,0.97,1
11,5,3,74,0.75,1
12,5,3,35,0.70,1
13,5,3,51,0.64,1
14,5,3,62,0.78,1
15,5,3,46,0.50,1
16,5,3,28,0.95,1
17,5,3,57,0.88,1
18,5,3,37,0.64,1
19,5,3,45,0.64,1
20,5,3,77,0.53,1
21,5,3,43,0.84,1
22,5,3,20,0.89,1
23,5,3,47,0.64,1
24,5,3,30,0.44,1
25,5,3,26,0.32,1
26,5,3,77,0.81,1
27,5,3,35,0.74,1
28,5,3,68,0.60,1
29,5,3,74,0.52,1
30,5,3,69,0.45,1
31,5,3,20,0.38,1
32,5,3,77,0.33,1
33,5,3,32,0.48,1
34,5,3,25,0.85,1
35,5,3,30,0.59,1
36,5,3,61,0.31,1
37,5,3,68,0.62,1
38,5,3,46,0.49,1
39,5,3,50,0.73,1
40,5,3,39,0.43,1
41,5,3,48,0.55,1
42,5,3,70,1.00,1
43,5,3,47,0.37,1
44,5,3,66,0.53,1
45,5,3,39,0.39,1
46,5,3,69,0.70,1
47,5,3,77,0.57,1
48,5,3,56,0.93,1
49,5,3,73,0.43,1
50,5,3,60,0.57,1
51,5,3,28,0.56,1
52,5,3,27,0.77,1
53,5,3,40,0.84,1
54,5,3,47,0.94,1
55,5,3,50,0.68,1
56,5,3,64,0.99,1
57,5,3,53,0.38,1
58,5,3,23,0.67,1
59,5,3,29,0.35,1
0,6,3,47,0.92,1
1,6,3,75,0.87,1
2,6,3,28,0.55,1
3,6,3,22,0.86,1
4,6,3,59,0.84,1
5,6,3,41,0.95,1
6,6,3,35,0.41,1
7,6,3,29,0.31,1
8,6,3,49,0.78,1
9,6,3,60,0.81,1
10,6,3,56,0.62,1
11,6,3,34,0.82,1
12,6,3,67,0.66,1
13,6,3,75,0.43,1
14,6,3,49,0.56,1
15,6,3,48,0.64,1
16,6,3,75,0.35,1
17,6,3,79,0.48,1
18,6,3,25,0.94,1
19,6,3,72,0.56,1
20,6,3,61,0.31,1
21,6,3,24,0.71,1
22,6,3,37,0.66,1
23,6,3,39,0.30,1
24,6,3,36,0.47,1
25,6,3,60,0.64,1
26,6,3,38,0.54,1
27,6,3,61,0.53,1
28,6,3,60,0.74,1
29,6,3,78,0.70,1
30,6,3,71,0.82,1
31,6,3,38,0.75,1
32,6,3,80,0.87,1
33,6,3,59,0.33,1
34,6,3,50,0.66,1
35,6,3,21,0.66,1
36,6,3,37,0.81,1
37,6,3,24,0.32,1
38,6,3,31,0.42,1
39,6,3,42,0.52,1
40,6,3,43,0.53,1
41,6,3,41,0.74,1
42,6,3,71,0.89,1
43,6,3,48,0.75,1
44,6,3,35,0.55,1
45,6,3,70,0.41,1
46,6,3,75,0.41,1
47,6,3,25,0.41,1
48,6,3,29,0.45,1
49,6,3,26,0.54,1
50,6,3,56,0.51,1
51,6,3,76,0.45,1
52,6,3,65,0.83,1
53,6,3,38,0.73,1
54,6,3,42,0.76,1
55,6,3,26,0.51,1
56,6,3,38,0.72,1
57,6,3,47,0.35,1
58,6,3,61,0.77,1
59,6,3,41,0.46,1
0,7,3,49,0.90,1
1,7,3,52,0.36,1
2,7,3,62,0.57,1
3,7,3,72,0.56,1
4,7,3,28,0.99,1
5,7,3,61,0.65,1
6,7,3,43,0.52,1
7,7,3,42,0.66,1
8,7,3,22,0.89,1
9,7,3,76,0.59,1
10,7,3,27,0.74,1
11,7,3,32,1.00,1
12,7,3,32,0.82,1
13,7,3,48,0.32,1
14,7,3,39,0.68,1
15,7,3,74,0.88,1
16,7,3,72,0.63,1
17,7,3,52,0.49,1
18,7,3,37,0.65,1
19,7,3,67,0.63,1
20,7,3,62,0.90,1
21,7,3,79,0.47,1
22,7,3,62,0.68,1
23,7,3,53,0.56,1
24,7,3,53,0.81,1
25,7,3,59,0.68,1
26,7,3,51,0.97,1
27,7,3,46,0.48,1
28,7,3,31,0.98,1
29,7,3,37,0.66,1
30,7,3,59,0.56,1
31,7,3,62,0.98,1
32,7,3,42,0.50,1
33,7,3,32,1.00,1
34,7,3,22,0.80,1
35,7,3,24,0.45,1
36,7,3,50,0.87,1
37,7,3,28,0.40,1
38,7,3,41,0.89,1
39,7,3,38,0.35,1
40,7,3,26,0.51,1
41,7,3,31,0.94,1
42,7,3,25,0.44,1
43,7,3,40,0.72,1
44,7,3,71,0.85,1
45,7,3,60,0.41,1
46,7,3,79,0.59,1
47,7,3,36,0.68,1
48,7,3,29,0.94,1
49,7,3,37,0.73,1
50,7,3,38,0.39,1
51,7,3,68,0.87,1
52,7,3,49,0.59,1
53,7,3,61,0.71,1
54,7,3,36,0.35,1
55,7,3,68,0.47,1
56,7,3,71,0.57,1
57,7,3,48,0.81,1
58,7,3,25,0.65,1
59,7,3,22,0.60,1
0,8,3,159,0.91,2
1,8,3,164,0.81,2
2,8,3,130,0.46,1
3,8,3,139,0.64,1
4,8,3,164,0.61,1
5,8,3,125,0.60,1
6,8,3,179,0.62,1
7,8,3,178,0.30,1
8,8,3,198,0.93,2
9,8,3,156,0.48,1
10,8,3,159,0.34,1
11,8,3,174,0.37,1
12,8,3,158,0.57,1
13,8,3,119,0.95,1
14,8,3,138,0.74,1
15,8,3,141,0.84,1
16,8,3,149,0.59,1
17,8,3,199,0.68,2
18,8,3,141,0.55,1
19,8,3,104,0.57,1
20,8,3,154,0.46,1
21,8,3,112,0.77,1
22,8,3,177,0.78,2
23,8,3,148,0.46,1
24,8,3,136,0.64,1
25,8,3,127,0.73,1
26,8,3,124,0.80,1
27,8,3,152,0.49,1
28,8,3,148,0.44,1
29,8,3,187,0.88,2
30,8,3,101,0.74,1
31,8,3,127,0.79,1
32,8,3,112,0.95,1
33,8,3,198,0.78,2
34,8,3,190,0.74,2
35,8,3,125,0.70,1
36,8,3,150,0.93,2
37,8,3,142,0.38,1
38,8,3,135,0.48,1
39,8,3,143,0.88,2
40,8,3,154,0.90,2
41,8,3,160,0.94,2
42,8,3,110,0.77,1
43,8,3,140,0.93,2
44,8,3,145,0.87,2
45,8,3,191,0.77,2
46,8,3,104,0.91,1
47,8,3,123,0.46,1
48,8,3,167,0.80,2
49,8,3,183,0.53,1
50,8,3,142,0.92,2
51,8,3,184,0.78,2
52,8,3,109,0.89,1
53,8,3,192,0.88,2
54,8,3,156,0.66,1
55,8,3,135,0.38,1
56,8,3,115,0.96,1
57,8,3,196,0.75,2
58,8,3,161,0.58,1
59,8,3,123,0.78,1
0,9,3,131,0.79,1
1,9,3,183,0.34,1
2,9,3,113,0.95,1
3,9,3,198,0.82,2
4,9,3,128,0.88,1
5,9,3,195,0.69,2
6,9,3,188,0.70,2
7,9,3,192,0.74,2
8,9,3,125,0.53,1
9,9,3,114,0.84,1
10,9,3,109,0.35,1
11,9,3,115,0.38,1
12,9,3,134,0.86,1
13,9,3,156,0.72,1
14,9,3,160,0.36,1
15,9,3,176,0.37,1
16,9,3,179,0.40,1
17,9,3,124,0.50,1
18,9,3,141,0.65,1
19,9,3,183,0.52,1
20,9,3,185,0.83,2
21,9,3,187,0.92,2
22,9,3,108,0.57,1
23,9,3,186,0.39,1
24,9,3,189,0.69,2
25,9,3,120,0.67,1
26,9,3,114,0.98,1
27,9,3,200,0.77,2
28,9,3,157,0.89,2
29,9,3,145,0.82,1
30,9,3,175,0.30,1
31,9,3,184,0.30,1
32,9,3,177,0.31,1
33,9,3,112,0.37,1
34,9,3,147,0.33,1
35,9,3,138,0.64,1
36,9,3,133,0.79,1
37,9,3,168,0.77,2
38,9,3,182,0.66,2
39,9,3,182,0.49,1
40,9,3,200,0.85,2
41,9,3,106,0.90,1
42,9,3,148,0.86,2
43,9,3,105,0.83,1
44,9,3,183,0.84,2
45,9,3,186,0.35,1
46,9,3,156,0.91,2
47,9,3,177,0.46,1
48,9,3,161,0.82,2
49,9,3,151,0.86,2
50,9,3,186,0.76,2
51,9,3,113,0.60,1
52,9,3,105,0.48,1
53,9,3,122,0.48,1
54,9,3,116,0.57,1
55,9,3,188,0.43,1
56,9,3,109,0.61,1
57,9,3,148,0.92,2
58,9,3,140,0.35,1
59,9,3,165,0.92,2
0,10,3,188,1.00,2
1,10,3,151,0.86,2
2,10,3,101,0.88,1
3,10,3,133,0.85,1
4,10,3,166,0.87,2
5,10,3,128,0.80,1
6,10,3,135,0.85,1
7,10,3,183,0.30,1
8,10,3,144,0.36,1
9,10,3,197,0.80,2
10,10,3,127,0.40,1
11,10,3,159,0.75,1
12,10,3,112,0.52,1
13,10,3,156,0.39,1
14,10,3,121,0.32,1
15,10,3,124,0.68,1
16,10,3,127,0.91,1
17,10,3,156,0.57,1
18,10,3,184,0.40,1
19,10,3,144,0.42,1
20,10,3,143,0.39,1
21,10,3,176,0.57,1
22,10,3,105,0.43,1
23,10,3,158,0.58,1
24,10,3,199,0.34,1
25,10,3,189,0.37,1
26,10,3,195,0.94,2
27,10,3,180,0.72,2
28,10,3,106,0.91,1
29,10,3,125,0.90,1
30,10,3,142,0.55,1
31,10,3,106,0.46,1
32,10,3,150,0.63,1
33,10,3,166,0.92,2
34,10,3,126,0.35,1
35,10,3,101,0.70,1
36,10,3,122,0.58,1
37,10,3,106,0.90,1
38,10,3,177,0.86,2
39,10,3,144,0.66,1
40,10,3,167,0.54,1
41,10,3,157,0.74,1
42,10,3,179,0.98,2
43,10,3,153,0.77,1
44,10,3,175,0.45,1
45,10,3,185,0.80,2
46,10,3,133,0.63,1
47,10,3,125,0.56,1
48,10,3,162,0.72,1
49,10,3,177,0.67,1
50,10,3,199,0.94,2
51,10,3,197,0.84,2
